user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23
1023,2024-02-22 10:24:12.484161387,WhatsApp,Social,22.29,2,7,False,,,,48.43,36.83,35.76,51.66,42.07,46.53,39.32,53.92,48.5,54.6,55.21,56.24,39.47
1052,2024-02-22 11:07:54.158052684,Evernote,Productivity,4.04,1,6,True,,,,44.34,44.88,56.94,43.05,52.0,49.36,40.41,49.02,52.38,45.76,59.09,28.15,42.34
1012,2024-02-22 11:51:35.831943981,Netflix,Entertainment,37.43,0,2,False,,,,55.09,81.74,41.22,59.58,29.58,46.09,44.24,42.85,47.15,41.65,38.3,57.71,42.71
1079,2024-02-22 12:35:17.505835279,Slack,Productivity,28.5,2,2,True,,,,50.27,73.26,50.34,30.44,75.08,41.95,40.58,42.71,34.44,34.93,52.37,43.22,50.83
1090,2024-02-22 13:18:59.179726576,Facebook,Social,12.85,2,9,False,,,,20.48,51.26,46.6,44.09,62.34,52.27,37.11,44.36,42.55,33.72,44.54,37.6,44.34
1019,2024-02-22 14:02:40.853617873,Weather,Utilities,11.73,0,4,False,,,,31.99,63.41,51.65,33.69,41.27,55.99,38.68,50.65,55.68,59.29,39.66,41.82,55.7
1031,2024-02-22 14:46:22.527509170,Twitter,Social,20.08,4,4,False,,,,21.73,62.47,54.25,55.38,45.79,51.94,58.49,55.31,67.62,54.75,60.84,42.75,40.2
1019,2024-02-22 15:30:04.201400467,YouTube,Entertainment,5.95,2,6,False,55475.0,4958.0,831.0,40.81,38.3,64.37,57.79,57.6,51.99,41.54,63.25,53.85,50.95,58.52,58.32,48.59
1035,2024-02-22 16:13:45.875291764,Chrome,Utilities,18.66,4,7,False,,,,50.55,26.09,53.84,59.01,63.29,41.0,37.11,54.33,66.34,60.9,35.33,39.0,62.5
1093,2024-02-22 16:57:27.549183061,Camera,Utilities,23.15,1,6,False,,,,53.7,55.37,48.48,31.22,50.26,50.29,31.47,39.49,42.17,51.08,53.04,56.96,58.18
1019,2024-02-22 17:41:09.223074358,WhatsApp,Social,4.85,3,4,False,,,,57.23,31.54,36.19,49.87,50.83,67.33,55.37,62.53,56.19,56.86,48.55,54.6,57.36
1099,2024-02-22 18:24:50.896965655,Weather,Utilities,83.4,2,6,False,,,,45.7,38.79,45.33,46.57,56.24,39.47,48.6,54.59,35.83,54.93,55.69,48.48,56.24
1084,2024-02-22 19:08:32.570856952,WhatsApp,Social,3.47,4,4,False,,,,38.77,42.07,55.78,57.13,69.06,52.54,54.41,24.26,51.61,73.02,54.1,51.19,53.89
1007,2024-02-22 19:52:14.244748250,TikTok,Entertainment,15.28,3,3,False,,,,47.18,45.02,64.99,49.66,52.61,38.12,55.44,48.22,33.73,50.34,37.26,43.02,66.16
1004,2024-02-22 20:35:55.918639547,Spotify,Entertainment,23.52,1,4,False,,,,52.12,43.19,72.38,52.13,34.41,32.56,50.51,66.45,60.2,35.65,33.74,51.78,53.25
1006,2024-02-22 21:19:37.592530844,Notion,Productivity,12.94,1,4,True,,,,41.62,58.38,41.73,50.3,32.27,56.44,37.9,34.43,39.04,36.98,57.79,46.97,72.43
1016,2024-02-22 22:03:19.266422141,Microsoft Teams,Productivity,20.94,2,6,True,,,,50.28,45.88,48.49,48.3,49.84,43.5,47.16,49.72,67.46,49.5,46.93,57.68,60.5
1060,2024-02-22 22:47:00.940313438,Instagram,Social,25.6,3,4,False,,,,43.28,36.47,57.95,61.69,50.81,54.45,53.36,51.72,41.15,58.55,61.47,58.74,49.15
1019,2024-02-22 23:30:42.614204735,Weather,Utilities,14.88,6,7,False,,,,41.6,41.62,22.81,47.43,57.23,39.75,51.45,44.43,55.95,52.8,45.06,38.03,62.11
1007,2024-02-23 00:14:24.288096032,TikTok,Entertainment,1.75,4,2,False,,,,33.65,47.96,33.64,39.08,51.38,50.25,46.4,47.65,47.09,36.27,44.88,54.14,40.12
1080,2024-02-23 00:58:05.961987329,Google Maps,Utilities,40.02,1,5,False,,,,34.84,41.05,68.42,57.57,57.63,48.85,49.4,58.11,62.59,43.43,55.63,35.75,24.87
1097,2024-02-23 01:41:47.635878626,Spotify,Entertainment,97.21,2,7,False,,,,33.39,47.56,51.06,48.76,32.49,66.84,64.5,29.4,49.0,39.57,60.42,53.08,66.37
1029,2024-02-23 02:25:29.309769923,TikTok,Entertainment,119.72,4,7,False,,,,49.89,64.21,37.58,31.74,55.51,31.89,69.84,60.97,50.61,57.42,56.4,48.97,36.16
1021,2024-02-23 03:09:10.983661221,Chrome,Utilities,28.67,5,5,False,,,,47.73,61.48,40.18,38.85,55.98,51.9,51.74,60.13,52.4,32.84,45.64,51.25,33.98
1095,2024-02-23 03:52:52.657552518,Facebook,Social,11.83,4,3,False,,,,40.96,61.31,23.69,58.35,57.51,38.51,56.13,55.86,50.09,36.34,57.07,60.57,43.39
1067,2024-02-23 04:36:34.331443815,Netflix,Entertainment,2.54,0,5,False,,,,57.11,60.75,64.24,55.59,30.29,48.92,45.47,55.73,47.12,55.86,46.6,47.2,45.99
1093,2024-02-23 05:20:16.005335112,YouTube,Entertainment,35.9,2,2,False,276778.0,6471.0,4530.0,35.71,48.56,62.16,84.38,43.76,38.02,55.41,62.33,35.07,58.9,33.32,57.5,47.66
1017,2024-02-23 06:03:57.679226409,Google Docs,Productivity,17.11,1,7,True,,,,53.61,19.75,50.42,47.58,31.11,37.63,54.98,55.23,44.78,43.85,40.75,51.85,58.73
1013,2024-02-23 06:47:39.353117706,TikTok,Entertainment,22.29,6,6,False,,,,55.82,39.32,32.03,47.47,61.41,44.51,46.01,37.96,53.06,60.46,53.08,40.65,59.86
1028,2024-02-23 07:31:21.027009003,Slack,Productivity,3.36,3,9,True,,,,46.29,48.8,50.28,43.64,55.87,30.95,61.24,42.72,50.02,42.49,39.36,42.95,51.11
1085,2024-02-23 08:15:02.700900300,Twitch,Entertainment,71.17,2,10,False,,,,53.62,44.04,41.44,75.4,65.93,39.35,53.82,40.38,49.22,54.07,57.64,50.26,59.47
1068,2024-02-23 08:58:44.374791597,Snapchat,Social,37.99,2,2,False,,,,35.25,35.34,54.61,46.21,61.4,49.96,48.57,61.86,45.21,47.94,44.38,58.48,48.1
1057,2024-02-23 09:42:26.048682894,Google Maps,Utilities,11.06,2,3,False,,,,45.92,59.1,47.18,55.68,36.78,59.69,65.62,51.16,32.99,46.01,66.5,46.85,41.07
1093,2024-02-23 10:26:07.722574192,Spotify,Entertainment,46.97,1,3,False,,,,70.6,56.43,68.9,40.94,56.8,55.49,56.07,42.7,34.76,57.89,39.22,52.58,58.75
1067,2024-02-23 11:09:49.396465489,Chrome,Utilities,25.47,1,3,False,,,,38.27,47.48,31.26,54.91,40.3,46.22,39.88,67.09,51.79,30.59,53.22,49.32,39.5
1071,2024-02-23 11:53:31.070356786,Weather,Utilities,49.71,0,4,False,,,,51.47,52.08,56.26,59.66,53.06,27.5,49.92,55.39,42.79,48.59,48.99,59.68,37.46
1014,2024-02-23 12:37:12.744248083,Evernote,Productivity,8.41,1,3,True,,,,53.17,48.42,51.04,47.58,48.19,58.37,42.79,46.07,46.77,56.1,52.29,40.91,53.67
1068,2024-02-23 13:20:54.418139380,Notion,Productivity,51.3,1,4,True,,,,39.94,45.99,63.31,51.8,46.72,57.2,31.65,35.58,42.47,52.54,27.14,44.95,52.93
1046,2024-02-23 14:04:36.092030677,Spotify,Entertainment,13.34,2,6,False,,,,37.68,60.0,49.67,42.37,52.16,43.16,60.81,46.6,50.1,47.66,58.91,44.55,42.52
1062,2024-02-23 14:48:17.765921974,Instagram,Social,8.46,3,8,False,,,,48.25,56.86,63.68,50.13,52.6,35.69,49.33,43.27,30.23,46.46,60.09,40.97,62.49
1077,2024-02-23 15:31:59.439813271,Notion,Productivity,18.29,9,6,True,,,,70.24,33.01,42.53,50.93,57.15,42.32,36.38,50.52,48.58,62.02,60.55,50.06,49.9
1005,2024-02-23 16:15:41.113704568,Google Maps,Utilities,34.57,1,2,False,,,,48.56,38.9,58.52,46.32,47.04,47.51,53.1,60.85,56.7,50.49,56.67,56.32,45.1
1034,2024-02-23 16:59:22.787595865,Twitch,Entertainment,1.13,1,8,False,,,,54.68,46.62,43.92,41.17,41.7,50.09,59.22,64.97,48.51,54.79,68.43,42.08,38.3
1084,2024-02-23 17:43:04.461487163,Slack,Productivity,10.12,1,9,True,,,,57.83,51.75,40.79,57.75,48.08,44.54,31.25,40.46,62.75,63.95,39.92,50.45,45.41
1045,2024-02-23 18:26:46.135378460,Netflix,Entertainment,39.97,2,4,False,,,,61.64,45.49,62.78,54.06,51.13,39.73,43.05,32.53,54.0,42.73,57.11,58.25,44.89
1055,2024-02-23 19:10:27.809269757,Chrome,Utilities,13.38,0,2,False,,,,46.86,47.96,46.5,52.58,42.31,64.51,44.72,60.37,47.6,47.72,46.67,47.94,43.79
1017,2024-02-23 19:54:09.483161054,Instagram,Social,42.81,2,5,False,,,,54.07,51.21,33.17,55.14,33.4,51.43,52.88,56.42,39.98,45.44,48.64,55.54,33.83
1084,2024-02-23 20:37:51.157052351,Camera,Utilities,1.91,3,3,False,,,,38.7,42.52,47.9,40.8,39.15,48.26,56.61,43.54,50.04,48.39,26.64,39.47,58.66
1046,2024-02-23 21:21:32.830943648,Instagram,Social,2.01,3,7,False,,,,61.55,36.65,27.99,39.42,39.06,44.0,71.61,65.83,56.59,38.06,39.93,43.61,52.42
1001,2024-02-23 22:05:14.504834945,Twitter,Social,9.88,0,6,False,,,,60.37,45.94,49.19,57.12,26.37,54.09,50.94,48.67,65.25,45.99,65.29,50.15,37.59
1086,2024-02-23 22:48:56.178726242,Snapchat,Social,31.81,2,5,False,,,,42.42,41.23,41.33,59.23,61.63,51.09,41.67,53.08,35.97,55.02,34.87,41.6,44.24
1065,2024-02-23 23:32:37.852617539,Twitch,Entertainment,5.42,1,4,False,,,,39.31,48.14,33.88,51.48,52.48,34.42,48.29,42.72,62.27,22.53,60.56,50.78,33.66
1091,2024-02-24 00:16:19.526508836,YouTube,Entertainment,0.55,2,3,False,245855.0,20835.0,1640.0,70.79,59.54,38.2,47.79,33.58,26.9,35.8,50.44,38.54,40.69,43.89,49.52,55.29
1031,2024-02-24 01:00:01.200400134,YouTube,Entertainment,18.18,2,4,False,298812.0,19950.0,2597.0,38.34,52.97,28.78,52.15,51.8,55.44,36.82,58.3,56.95,55.08,45.73,54.62,37.55
1069,2024-02-24 01:43:42.874291431,YouTube,Entertainment,68.7,3,8,False,73362.0,4204.0,400.0,67.01,49.77,48.35,48.16,40.73,43.15,56.47,45.46,46.63,38.81,36.04,45.32,41.62
1025,2024-02-24 02:27:24.548182728,Snapchat,Social,22.05,2,8,False,,,,54.8,42.81,54.58,69.75,52.62,34.65,49.69,44.65,47.2,56.49,57.68,35.43,61.73
1069,2024-02-24 03:11:06.222074025,Evernote,Productivity,81.96,0,6,True,,,,48.32,60.24,39.56,56.78,44.04,54.62,58.05,53.41,43.77,43.54,52.51,45.94,47.72
1098,2024-02-24 03:54:47.895965322,Evernote,Productivity,5.17,2,1,True,,,,49.48,62.58,59.61,71.75,49.12,50.33,45.55,45.78,66.54,48.81,61.28,34.07,51.06
1076,2024-02-24 04:38:29.569856619,WhatsApp,Social,1.61,3,1,False,,,,48.74,43.11,50.38,45.07,42.42,49.58,59.54,49.21,63.51,64.99,51.45,61.44,51.59
1008,2024-02-24 05:22:11.243747916,Gmail,Utilities,46.33,1,3,False,,,,56.75,32.98,47.01,29.47,56.24,43.26,58.33,30.26,51.07,32.58,55.31,40.44,49.38
1016,2024-02-24 06:05:52.917639213,Slack,Productivity,36.61,1,7,True,,,,45.45,61.69,42.85,55.73,45.92,56.01,52.58,62.96,55.87,50.0,56.92,63.27,48.46
1024,2024-02-24 06:49:34.591530510,Twitter,Social,12.56,2,5,False,,,,51.29,55.29,66.88,47.17,45.12,41.86,59.14,55.77,55.61,43.73,42.3,38.44,39.77
1000,2024-02-24 07:33:16.265421807,Gmail,Utilities,11.49,3,3,False,,,,58.64,50.55,61.25,43.43,41.84,59.85,40.77,38.71,61.93,54.51,55.33,51.55,48.98
1067,2024-02-24 08:16:57.939313105,Twitch,Entertainment,3.87,2,6,False,,,,47.26,56.19,54.63,53.58,39.56,57.73,63.71,24.68,68.62,48.07,52.93,58.14,35.02
1029,2024-02-24 09:00:39.613204402,Chrome,Utilities,21.07,1,5,False,,,,40.67,51.21,49.98,65.8,68.65,48.72,51.37,50.44,46.2,33.9,52.73,47.52,53.59
1094,2024-02-24 09:44:21.287095699,Notion,Productivity,63.42,2,3,True,,,,44.94,46.39,38.74,52.16,45.15,54.71,48.21,52.4,68.28,55.39,49.09,50.44,36.62
1010,2024-02-24 10:28:02.960986996,Google Maps,Utilities,36.96,2,6,False,,,,47.48,55.24,64.94,40.75,50.49,42.22,53.23,35.7,65.34,65.54,38.21,47.43,57.96
1013,2024-02-24 11:11:44.634878293,Instagram,Social,4.63,0,3,False,,,,35.83,44.77,56.12,30.63,53.75,61.6,53.57,43.98,58.21,42.9,40.65,42.63,40.24
1064,2024-02-24 11:55:26.308769590,Chrome,Utilities,26.44,1,7,False,,,,59.19,55.21,60.79,54.11,60.73,51.92,50.14,33.09,36.79,62.77,48.24,50.33,48.51
1020,2024-02-24 12:39:07.982660887,WhatsApp,Social,54.25,5,7,False,,,,52.26,29.55,56.08,34.73,48.8,50.68,65.21,55.7,64.77,54.94,62.04,36.62,72.55
1073,2024-02-24 13:22:49.656552184,Microsoft Teams,Productivity,2.78,2,2,True,,,,68.95,24.33,50.69,57.89,50.05,45.94,52.4,34.77,52.87,55.01,43.99,48.45,68.39
1043,2024-02-24 14:06:31.330443481,Twitch,Entertainment,5.51,0,4,False,,,,50.11,51.24,40.91,41.58,60.39,44.97,65.13,33.96,39.49,44.46,45.18,67.11,52.69
1073,2024-02-24 14:50:13.004334778,Google Docs,Productivity,2.53,0,6,True,,,,62.77,65.72,51.52,49.62,63.5,42.14,56.38,58.28,39.99,36.15,76.17,44.75,43.48
1020,2024-02-24 15:33:54.678226076,Gmail,Utilities,31.42,1,5,False,,,,39.01,51.78,55.26,52.65,42.91,38.63,47.9,72.1,61.23,53.6,55.17,49.69,38.5
1100,2024-02-24 16:17:36.352117373,Instagram,Social,21.85,1,6,False,,,,58.92,61.94,38.36,55.45,39.2,63.25,53.0,53.49,46.64,54.72,50.77,46.84,81.46
1092,2024-02-24 17:01:18.026008670,Snapchat,Social,17.25,0,8,False,,,,40.83,51.71,48.5,45.59,68.42,56.72,52.08,56.94,59.89,59.29,49.58,35.86,53.27
1088,2024-02-24 17:44:59.699899967,Chrome,Utilities,15.57,1,2,False,,,,46.06,56.48,56.48,62.73,48.46,52.38,64.84,43.59,66.96,47.9,62.78,40.43,41.74
1035,2024-02-24 18:28:41.373791264,Twitch,Entertainment,47.62,3,5,False,,,,47.23,46.29,62.09,32.42,69.42,55.58,50.97,75.71,48.1,51.94,51.33,64.13,46.28
1078,2024-02-24 19:12:23.047682561,Gmail,Utilities,24.87,2,4,False,,,,42.47,56.29,53.33,45.2,59.1,34.77,29.93,55.15,68.33,42.18,56.96,68.83,39.54
1006,2024-02-24 19:56:04.721573858,Camera,Utilities,48.03,1,5,False,,,,44.23,46.43,53.62,39.49,44.24,35.37,45.86,44.89,50.42,45.26,55.06,53.52,48.8
1038,2024-02-24 20:39:46.395465155,Gmail,Utilities,25.36,3,5,False,,,,55.82,43.43,48.4,42.65,44.27,43.37,38.0,45.85,34.75,42.82,59.47,54.82,39.13
1086,2024-02-24 21:23:28.069356452,Evernote,Productivity,14.13,1,7,True,,,,52.89,49.12,49.82,66.51,51.22,57.93,37.79,53.39,61.6,45.88,46.57,30.96,54.8
1020,2024-02-24 22:07:09.743247749,TikTok,Entertainment,8.18,2,8,False,,,,70.82,53.84,54.21,42.93,47.32,56.31,50.55,46.52,65.79,68.6,39.72,67.02,43.28
1022,2024-02-24 22:50:51.417139047,Camera,Utilities,26.61,0,9,False,,,,42.16,48.46,34.22,41.38,65.66,43.31,50.54,65.08,53.08,65.45,39.91,49.07,45.69
1053,2024-02-24 23:34:33.091030344,Netflix,Entertainment,95.47,2,7,False,,,,49.11,56.64,32.86,51.33,43.32,70.86,45.14,49.11,58.07,17.14,44.41,47.07,35.44
1087,2024-02-25 00:18:14.764921641,Slack,Productivity,2.7,3,7,True,,,,61.66,61.3,33.49,38.23,64.38,34.57,57.62,57.69,50.98,51.13,44.72,53.78,58.67
1069,2024-02-25 01:01:56.438812938,Netflix,Entertainment,0.18,1,5,False,,,,44.81,46.92,47.08,49.5,47.9,40.12,60.13,60.54,42.6,50.09,41.12,48.96,47.28
1042,2024-02-25 01:45:38.112704235,Evernote,Productivity,12.14,1,3,True,,,,36.95,47.61,64.82,68.53,58.51,31.24,42.85,37.8,47.06,43.96,53.2,45.14,52.66
1018,2024-02-25 02:29:19.786595532,Microsoft Teams,Productivity,88.12,4,5,True,,,,43.7,56.47,42.95,47.94,45.23,57.98,49.57,30.91,65.44,57.3,67.56,59.61,45.89
1063,2024-02-25 03:13:01.460486829,Chrome,Utilities,11.65,2,6,False,,,,44.61,45.3,38.95,52.0,37.05,39.73,48.14,57.01,62.29,40.89,34.67,56.29,52.02
1080,2024-02-25 03:56:43.134378126,Gmail,Utilities,37.18,1,3,False,,,,51.81,46.48,41.54,42.18,57.06,43.09,46.14,60.29,70.94,50.52,56.19,46.68,35.11
1028,2024-02-25 04:40:24.808269423,YouTube,Entertainment,6.88,3,5,False,493804.0,43893.0,6610.0,51.39,71.21,59.9,48.69,43.75,45.82,43.96,37.36,33.95,34.7,59.79,38.65,51.01
1063,2024-02-25 05:24:06.482160720,Spotify,Entertainment,40.4,2,6,False,,,,55.45,63.59,60.8,39.15,54.42,56.17,37.96,32.14,49.92,52.3,47.13,39.82,48.84
1011,2024-02-25 06:07:48.156052017,Twitch,Entertainment,17.45,2,2,False,,,,47.63,40.18,45.59,75.3,63.64,46.64,47.48,46.82,59.43,48.55,55.53,51.96,48.03
1048,2024-02-25 06:51:29.829943315,Evernote,Productivity,4.11,1,4,True,,,,83.01,49.45,49.88,62.31,53.79,42.09,43.85,42.41,25.04,42.01,52.48,55.45,33.86
1029,2024-02-25 07:35:11.503834612,Facebook,Social,5.85,5,2,False,,,,47.66,39.4,44.54,27.78,66.46,34.36,48.05,52.71,67.63,38.41,58.37,62.33,71.16
1067,2024-02-25 08:18:53.177725909,Facebook,Social,19.44,3,6,False,,,,59.54,62.56,32.22,40.08,23.05,45.79,53.35,37.91,37.01,46.19,49.85,58.31,47.62
1070,2024-02-25 09:02:34.851617206,Instagram,Social,19.92,2,4,False,,,,47.09,52.93,52.77,43.88,33.08,43.38,31.16,31.13,58.35,49.64,36.98,46.22,44.62
1017,2024-02-25 09:46:16.525508503,Google Docs,Productivity,37.88,4,8,True,,,,42.31,68.07,45.03,52.0,73.64,53.12,42.28,48.18,41.36,47.97,30.01,38.15,38.73
1077,2024-02-25 10:29:58.199399800,Snapchat,Social,8.72,0,6,False,,,,51.69,39.51,46.85,61.42,45.56,28.93,51.98,50.04,55.49,55.69,51.24,12.17,44.98
1000,2024-02-25 11:13:39.873291097,Evernote,Productivity,29.48,1,1,True,,,,61.03,35.06,28.13,48.4,48.25,43.38,47.25,28.93,38.19,51.86,39.12,51.08,59.44
1019,2024-02-25 11:57:21.547182394,Weather,Utilities,5.35,1,4,False,,,,45.59,52.47,47.77,57.98,51.4,43.56,53.64,58.22,51.44,74.3,57.45,44.38,59.95
1020,2024-02-25 12:41:03.221073691,TikTok,Entertainment,25.64,1,7,False,,,,60.59,40.71,58.79,47.76,53.08,52.27,46.41,40.46,62.35,56.74,49.68,30.94,40.29
1074,2024-02-25 13:24:44.894964988,Twitter,Social,28.69,1,4,False,,,,57.84,49.28,58.85,47.98,46.36,49.31,49.07,49.25,57.8,55.59,54.18,55.62,67.82
1014,2024-02-25 14:08:26.568856286,Facebook,Social,30.09,0,7,False,,,,65.04,59.62,67.84,44.28,67.43,50.44,58.72,45.99,52.33,50.42,50.82,46.54,58.93
1088,2024-02-25 14:52:08.242747583,Google Docs,Productivity,55.15,1,6,True,,,,46.52,55.69,49.02,53.06,53.86,54.1,59.24,46.74,55.78,50.64,51.9,43.2,53.73
1013,2024-02-25 15:35:49.916638880,Facebook,Social,74.63,2,4,False,,,,46.43,65.98,40.75,41.81,57.1,62.32,25.71,41.73,58.87,38.67,59.32,37.06,40.69
1030,2024-02-25 16:19:31.590530177,Snapchat,Social,47.79,3,5,False,,,,58.81,40.46,66.9,57.29,61.95,31.98,39.14,56.4,68.92,43.66,65.61,50.29,46.07
1081,2024-02-25 17:03:13.264421474,Twitter,Social,44.8,2,2,False,,,,42.76,51.78,52.09,36.08,46.12,52.13,49.38,66.96,42.39,53.85,43.79,49.39,65.82
1098,2024-02-25 17:46:54.938312771,YouTube,Entertainment,56.88,0,9,False,185384.0,15385.0,3049.0,52.45,40.58,42.91,52.96,54.13,41.42,48.61,50.42,50.87,50.09,53.07,49.29,53.03
1075,2024-02-25 18:30:36.612204068,Chrome,Utilities,38.24,1,5,False,,,,59.0,58.07,52.99,70.41,41.96,65.65,43.64,40.86,53.53,50.4,43.48,51.04,47.76
1002,2024-02-25 19:14:18.286095365,Facebook,Social,36.24,4,3,False,,,,41.12,40.32,42.36,57.7,60.63,40.17,63.33,52.39,48.21,56.67,66.93,58.58,43.27
1081,2024-02-25 19:57:59.959986662,Gmail,Utilities,10.26,5,7,False,,,,60.79,77.1,49.65,41.74,43.49,43.2,37.55,34.05,55.34,48.57,41.32,43.72,57.02
1085,2024-02-25 20:41:41.633877959,YouTube,Entertainment,58.6,1,3,False,409274.0,37992.0,5072.0,70.76,49.59,57.19,31.64,35.04,52.01,55.6,46.26,41.51,49.76,52.42,53.25,55.25
1021,2024-02-25 21:25:23.307769257,Snapchat,Social,36.95,3,4,False,,,,42.02,38.94,41.55,54.48,62.86,53.11,55.13,38.87,54.97,39.94,63.01,59.65,37.17
1012,2024-02-25 22:09:04.981660554,WhatsApp,Social,92.36,2,3,False,,,,55.26,52.0,61.09,61.29,37.3,53.39,49.21,53.22,55.47,43.46,43.42,52.3,54.1
1090,2024-02-25 22:52:46.655551851,Spotify,Entertainment,50.47,1,7,False,,,,45.3,65.46,41.96,41.25,55.57,73.38,59.71,59.01,58.1,38.73,47.4,54.19,60.34
1065,2024-02-25 23:36:28.329443148,Google Docs,Productivity,5.55,1,7,True,,,,62.53,36.54,70.35,44.82,32.84,48.51,51.39,49.48,64.14,58.1,60.41,31.36,51.73
1095,2024-02-26 00:20:10.003334445,Snapchat,Social,3.62,2,4,False,,,,43.75,60.55,37.05,43.96,42.98,55.67,49.29,44.03,47.59,72.18,37.19,41.44,46.99
1075,2024-02-26 01:03:51.677225742,Twitter,Social,70.29,4,4,False,,,,63.04,43.0,49.84,57.88,42.74,29.95,65.0,66.48,45.21,62.5,35.17,34.43,33.19
1055,2024-02-26 01:47:33.351117039,TikTok,Entertainment,0.93,3,4,False,,,,46.77,45.86,38.17,60.39,29.42,35.13,52.82,39.73,60.72,61.06,60.64,58.51,53.55
1040,2024-02-26 02:31:15.025008336,Spotify,Entertainment,67.17,4,10,False,,,,46.68,49.58,39.45,52.09,48.0,36.92,45.25,54.98,64.55,50.38,53.47,48.41,59.93
1042,2024-02-26 03:14:56.698899633,Notion,Productivity,0.91,2,5,True,,,,34.29,48.9,54.29,64.12,42.89,43.34,56.02,53.08,34.82,38.13,37.74,41.94,60.96
1099,2024-02-26 03:58:38.372790930,Google Docs,Productivity,24.7,0,5,True,,,,43.31,55.59,54.03,43.35,49.46,66.5,44.71,58.03,43.13,30.54,58.65,49.86,43.44
1086,2024-02-26 04:42:20.046682228,Snapchat,Social,15.61,1,2,False,,,,48.05,53.06,54.68,51.34,43.95,45.48,45.69,57.77,48.14,50.35,39.24,39.45,59.98
1035,2024-02-26 05:26:01.720573525,Notion,Productivity,95.97,2,8,True,,,,52.99,29.91,38.06,50.27,35.72,24.41,71.03,48.03,29.63,53.77,48.59,52.4,49.05
1063,2024-02-26 06:09:43.394464822,TikTok,Entertainment,14.61,4,1,False,,,,55.41,40.71,46.74,44.67,58.18,32.88,46.59,63.73,41.48,39.47,57.13,43.98,43.59
1084,2024-02-26 06:53:25.068356119,Twitter,Social,13.54,1,3,False,,,,59.93,51.49,60.71,56.56,51.65,53.05,39.94,48.28,43.62,51.64,37.12,58.07,48.08
1041,2024-02-26 07:37:06.742247416,YouTube,Entertainment,17.66,2,5,False,240338.0,12932.0,4543.0,63.58,54.37,70.56,46.65,61.29,57.97,48.44,38.07,49.92,63.14,66.24,54.36,49.32
1086,2024-02-26 08:20:48.416138713,Instagram,Social,4.9,1,3,False,,,,41.62,65.96,57.43,60.15,41.69,34.2,35.64,30.83,44.67,49.39,36.34,32.38,58.97
1058,2024-02-26 09:04:30.090030010,Google Maps,Utilities,40.75,2,8,False,,,,44.38,39.51,55.29,52.78,44.2,40.62,63.03,56.29,55.38,32.69,24.08,58.74,44.07
1051,2024-02-26 09:48:11.763921307,WhatsApp,Social,9.15,1,2,False,,,,54.35,54.13,50.15,52.63,51.91,55.75,46.63,57.66,67.09,26.2,57.91,40.63,71.69
1039,2024-02-26 10:31:53.437812604,YouTube,Entertainment,7.32,4,4,False,139921.0,13106.0,550.0,43.98,68.54,56.36,76.87,39.77,66.43,52.51,65.54,53.35,50.1,46.58,50.44,56.99
1009,2024-02-26 11:15:35.111703901,Chrome,Utilities,23.28,2,1,False,,,,36.82,50.82,49.33,30.06,50.24,55.64,62.15,43.14,57.09,64.21,66.83,39.67,57.92
1024,2024-02-26 11:59:16.785595199,Facebook,Social,65.63,1,9,False,,,,49.24,54.72,56.86,44.02,39.03,53.47,31.71,52.66,68.71,52.86,48.1,67.15,58.65
1037,2024-02-26 12:42:58.459486496,Instagram,Social,2.8,2,10,False,,,,58.72,48.76,48.93,35.79,58.07,64.11,59.52,53.57,26.51,62.58,38.74,40.92,49.32
1091,2024-02-26 13:26:40.133377793,Netflix,Entertainment,22.1,2,4,False,,,,44.64,38.73,58.6,43.6,52.43,62.31,54.34,51.37,56.91,40.04,58.56,31.41,39.44
1069,2024-02-26 14:10:21.807269090,Chrome,Utilities,3.88,1,6,False,,,,51.65,53.99,33.27,36.06,26.55,47.81,56.8,51.05,45.43,51.68,55.65,42.98,33.58
1043,2024-02-26 14:54:03.481160387,TikTok,Entertainment,19.68,5,3,False,,,,55.82,50.75,53.12,42.73,43.83,46.18,44.5,54.39,53.52,45.6,54.71,50.57,69.88
1025,2024-02-26 15:37:45.155051684,Google Docs,Productivity,20.61,3,6,True,,,,48.53,37.83,47.89,53.43,47.98,50.16,51.39,58.18,41.56,66.36,40.36,69.28,52.16
1072,2024-02-26 16:21:26.828942981,Spotify,Entertainment,12.76,3,7,False,,,,45.77,60.73,27.74,52.33,51.27,56.94,45.09,61.87,46.53,35.54,51.39,36.4,54.16
1091,2024-02-26 17:05:08.502834278,Chrome,Utilities,2.43,1,9,False,,,,38.98,44.36,44.4,57.96,46.51,54.82,50.82,63.68,57.07,46.22,50.02,52.2,66.73
1052,2024-02-26 17:48:50.176725575,Evernote,Productivity,5.99,2,6,True,,,,60.35,48.61,62.07,66.44,68.13,52.84,53.71,52.79,57.4,39.28,44.81,53.96,48.94
1063,2024-02-26 18:32:31.850616872,Spotify,Entertainment,64.12,1,10,False,,,,36.54,51.08,34.99,41.64,52.1,32.83,52.59,43.43,33.43,39.25,52.45,41.36,54.41
